,ACTIVITY_RULE_R1,ACTIVITY_RULE_R11_DOC,ACTIVITY_RULE_R2,ACTIVITY_RULE_R3,ACTIVITY_RULE_R4,ACTIVITY_RULE_R6_DOC,AND_RULE_R1,AND_RULE_R2,EVENT_RULE_R1,EVENT_RULE_R11_DOC,EVENT_RULE_R6_DOC,XOR_RULE_R1,XOR_RULE_R1_DOC,XOR_RULE_R2,XOR_RULE_R7_DOC
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
